s_name,s_artist,s_energy,s_genre
Broken Bicycles (Waits) . Junk (McCartney),Anne Sofie von Otter,0.279,Classical
For No One,Anne Sofie von Otter,0.169,Classical
Ice King,Annella,0.73,Jazz
Love Music,Annella,0.937,Jazz
Married Man,Annella,0.931,Jazz
Love's Truly Blind,Anni Piper,0.422,Blues
"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",Annie Lennox,0.383,Rock
Walking on Broken Glass,Annie Lennox,0.562,Rock
KMS (Feat. Atlas),Anomaly,0.748,Jazz
Opening Day,Anouar Brahem,0.149,Jazz
Vague / E la nave va,Anouar Brahem,0.0587,Jazz
Supernova,Ansel Elgort,62.0,dance pop
Best of 2009: Whatcha’ Say / Use Somebody / Halo / I'm Yours / Just Dance / I Gotta Feeling,Anthem Lights,0.376,Alternative
Best of 2011: Just the Way You Are / For the First Time / Someone Like You / Superbass / Grenade / Without You,Anthem Lights,0.343,Alternative
Best of 2012: Payphone / Call Me Maybe / Wide Awake / Starships / We Are Young,Anthem Lights,0.418,Alternative
Can't Stop the Feeling / This Is What You Came For,Anthem Lights,0.496,Alternative
I Want It That Way,Anthem Lights,0.25,Alternative
Isn't She Lovely,Anthem Lights,0.302,Alternative
One Republic Mash-Up,Anthem Lights,0.444,Alternative
The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me,Anthem Lights,0.408,Rock
Come Down,Anthony Gomes,0.564,Blues
Brother Hiroshi,Anthony Wonsey Trio,0.474,Jazz
Caught In A Mosh,Anthrax,0.991,Rock
Indians,Anthrax,0.941,Alternative
Madhouse,Anthrax,0.885,Alternative
14 Til,Anti-Lilly & Phoniks,0.592,Jazz
Blue in Green,Anti-Lilly & Phoniks,0.538,Jazz
Lullaby - From the Film Breathing In - Breathing Out,Anton Batagov,0.00281,Classical
"Aequali No. 1, WAB 114",Anton Bruckner,0.00233,Classical
"Bruckner: Symphony No. 4 in E-Flat Major, ""Romantic"": I. Bewegt, nicht zu schnell",Anton Bruckner,0.107,Classical
"Bruckner: Symphony No. 4 in E-Flat Major, ""Romantic"": II. Andante quasi allegretto",Anton Bruckner,0.0158,Classical
"Bruckner: Symphony No. 4 in E-Flat Major, ""Romantic"": III. Scherzo & Trio (Nicht zu schnell)",Anton Bruckner,0.14,Classical
Messe en mi mineur: Messe en mi mineur: Kyrie. Feierlich,Anton Bruckner,0.0365,Classical
Os justi,Anton Bruckner,0.0366,Classical
"Pange lingua, WAB 33",Anton Bruckner,0.0226,Classical
"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",Anton Bruckner,0.0657,Classical
"Symphony No. 8 in C Minor, WAB 108 (1890 edition, ed. L. Nowak): IV. Finale: Feierlich, nicht schnell",Anton Bruckner,0.0893,Classical
"Symphony No. 8 in C Minor, WAB 108 (1892 Version): IV. Finale. Feierlich, nicht schnell",Anton Bruckner,0.173,Classical
Symphony No. 8: I. Allegro moderato,Anton Bruckner,0.0863,Classical
"Symphony No. 8: IV. Finale. Feierlich, nicht schnell (Solemn, not fast)",Anton Bruckner,0.0858,Classical
"Symphony No. 9 in D Minor, WAB 109 (Original 1894 Version): II. Scherzo. Bewegt, lebhaft - Trio. Schnell [Live]",Anton Bruckner,0.126,Classical
"Symphony No. 9 in D Minor, WAB 109: II. Scherzo. Bewegt, lebhaft - Trio. Schnell - Live",Anton Bruckner,0.0869,Classical
"12 Songs, Op. 48: No. 1. Der Engel (The Angel) (arr. J. Lloyd Webber for 2 cellos and piano)",Anton Rubinstein,0.0874,Classical
"Piano Concerto No. 4 in D Minor, Op. 70: II. Andante",Anton Rubinstein,0.0333,Classical
"Rubinstein / Arr. Popper: Melody in F Major, Op. 3 No. 1",Anton Rubinstein,0.14,Classical
"Symphony, Op. 21: I. Ruhig, schreitend",Anton Webern,0.00179,Classical
Salieri : Piano Concerto in C major : II Larghetto,Antonio Salieri,0.0261,Classical
"Sonata No. 84 in D Major, R;413",Antonio Soler,0.239,Classical
"""Concerto Funebre"" con hautbois sordini e salmoè, violino principale e viole da gamba (Si Bem. Maggiore, RV 579): II. Allegro poco poco",Antonio Vivaldi,0.131,Classical
2. Largo,Antonio Vivaldi,0.0156,Classical
"Argippo, RV 697: Se lento ancora il fulmine",Antonio Vivaldi,0.332,Classical
"Bassoon Concerto in A Minor, RV 498: II. Larghetto",Antonio Vivaldi,0.00732,Classical
"Bassoon Concerto in F Major, RV 488: II. Largo",Antonio Vivaldi,0.0341,Classical
"Cello Concerto in G Major, RV 414: II. Largo",Antonio Vivaldi,0.032,Classical
"Concerto For Oboe, Violin, Strings And Continuo In B-Flat Major, RV 548: 2. Largo",Antonio Vivaldi,0.0267,Classical
"Concerto for 2 Trumpets in C Major, RV 537 (Arr. by R. Leppard): I. Allegro",Antonio Vivaldi,0.211,Classical
"Concerto for 2 Violins in A Minor, Op. 3, No. 8, RV 522",Antonio Vivaldi,0.144,Classical
"Concerto for Strings in C Major, RV 110: III. Allegro",Antonio Vivaldi,0.36,Classical
"Concerto for Strings in G Major, RV 151 ""Alla rustica""",Antonio Vivaldi,0.219,Classical
"Concerto for Viola d'amore, Lute, Strings and Basso Continuo in D Minor, RV 540: I. Allegro",Antonio Vivaldi,0.111,Classical
"Concerto for Violin in B Minor, RV 390: II. Allegro non molto",Antonio Vivaldi,0.273,Classical
"Concerto in G Major, Op. 4, No. 12: II. Largo",Antonio Vivaldi,0.129,Classical
"Concerto in G Minor for Two Cellos and Strings, RV 531: II. Largo",Antonio Vivaldi,0.0287,Classical
"Flute Concerto in A minor, R.108: 2. Largo",Antonio Vivaldi,0.0335,Classical
"Four Seasons op.8 (1987 Digital Remaster), Winter: Allegro",Antonio Vivaldi,0.153,Classical
"Four Seasons op.8 (1987 Digital Remaster), Winter: Largo",Antonio Vivaldi,0.125,Classical
"Gloria in D Major, RV 589: I. Gloria in excelsis Deo",Antonio Vivaldi,0.368,Classical
I. Allegro,Antonio Vivaldi,0.169,Classical
"II. Adagio, presto, adagio",Antonio Vivaldi,0.0984,Classical
II. Largo,Antonio Vivaldi,0.0875,Classical
III. Allegro,Antonio Vivaldi,0.147,Classical
III. Presto,Antonio Vivaldi,0.461,Classical
"L'Olimpiade, Act II. Scene V: Aria: Siam navi all'onde algenti. Allegro mà poco",Antonio Vivaldi,0.207,Classical
"L'estro armonico, Op. 3, Libro primo, Concerto a quattro violini No. 1 in D Major, RV 549: I. Allegro",Antonio Vivaldi,0.273,Classical
"L'olimpiade, RV 725: Il fidarsi della speme. Aminta, aria",Antonio Vivaldi,0.0579,Classical
"Laudate pueri Dominum, RV 600: Sit nomen Domini benedictum",Antonio Vivaldi,0.0088799999999999,Classical
"Laudate pueri in G Major, RV 601 ""Salmo 112"": III. A solis ortu (Andante)",Antonio Vivaldi,0.0513,Classical
"Lute Concerto in D Major, RV 93 (arr. A. Gentile): II. Largo",Antonio Vivaldi,0.0046,Classical
"Mandolin Concerto in C Major, RV 425: I. Allegro",Antonio Vivaldi,0.312,Classical
"Mandolin Concerto in C Major, RV 425: I. Allegro (Arr. for Solo Guitar)",Antonio Vivaldi,0.197,Classical
"Nulla in mundo pax, RV 630: 1. Nulla in mundo pax sincera",Antonio Vivaldi,0.0628,Classical
"Oboe Concerto in A Minor, RV 461: II. Larghetto",Antonio Vivaldi,0.126,Classical
"Orlando Furioso, RV 728, Act II, Scene 11: Cosi potessi anch'io",Antonio Vivaldi,0.0696,Classical
"Sinfonia in B Minor, RV 169 - ""Al Santo Sepolcro"": Adagio molto - Allegro ma poco",Antonio Vivaldi,0.0494,Classical
"Sonata a 4 for Strings and Continuo in E flat, R.130: 1. Largo molto",Antonio Vivaldi,0.00492,Classical
Sposa son disprezzata,Antonio Vivaldi,0.00966,Classical
"The 4 Seasons: Violin Concerto In F Minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): I. Allegro Non Molto",Antonio Vivaldi,0.151,Classical
"The Four Seasons (Le quattro stagioni), Op. 8 - Violin Concerto No. 4 in F Minor, RV 297, ""Winter"" (L'inverno): II. Largo",Antonio Vivaldi,0.106,Classical
"The Four Seasons - Autumn in F Major, RV. 293: I. Allegro – Larghetto – Allegro assai/molto",Antonio Vivaldi,0.151,Classical
"The Four Seasons - Spring in E Major, RV. 269: II. Largo",Antonio Vivaldi,0.049,Classical
"The Four Seasons - Spring in E Major, RV. 269: III. Allegro",Antonio Vivaldi,0.148,Classical
"The Four Seasons - Summer in G Minor, RV. 315: I. Allegro non molto – Allegro",Antonio Vivaldi,0.18,Classical
"The Four Seasons - Summer in G Minor, RV. 315: II. Adagio – Presto",Antonio Vivaldi,0.0523,Classical
"The Four Seasons - Violin Concerto in E Major, RV 269, ""La Primavera"": I. Allegro",Antonio Vivaldi,0.111,Classical
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",Antonio Vivaldi,0.19,Classical
"The Four Seasons - Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": I. Allegro non moto",Antonio Vivaldi,0.126,Classical
"The Four Seasons - Violin Concerto in G Minor, RV 315, ""L'estate"" (Summer): I. Allegro non molto",Antonio Vivaldi,0.126,Classical
"The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto",Antonio Vivaldi,0.247,Classical
"The Four Seasons - Winter in F Minor, RV. 297: III. Allegro – Lento – Allegro",Antonio Vivaldi,0.167,Classical
"The Four Seasons, Op. 8 L'inverno ""Winter"": I. Allegro non molto",Antonio Vivaldi,0.221,Classical
"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate",Antonio Vivaldi,0.571,Classical
"The Four Seasons, Violin Concerto in E Major, RV 269 ""Spring"": I. Allegro",Antonio Vivaldi,0.173,Classical
"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Antonio Vivaldi,0.331,Classical
"Trio Sonata In C Major, RV 82: 2. Larghetto",Antonio Vivaldi,0.0234,Classical
"Viola d'amore Concerto in A Minor, RV 397: I. Vivace",Antonio Vivaldi,0.19,Classical
"Violin Concerto in D Major, RV 208 ""Grosso mogul"": II. Grave recitativo",Antonio Vivaldi,0.0256,Classical
"Violin Concerto in E Major, RV 269 ""La Primavera"" (Arr. for Piano): I. Allegro",Antonio Vivaldi,0.177,Classical
"Violin Concerto in E Major, RV 269 ""La Primavera"" (Arr. for Piano): II. Largo",Antonio Vivaldi,0.0213,Classical
"Violin Concerto in E Major, RV 269, , ""Spring"" from ""The Four Seasons"": I. Allegro",Antonio Vivaldi,0.119,Classical
"Violin Concerto in G Minor, RV 315, ""Summer"" from ""The Four Seasons"": III. Presto. Tempo impettuoso d'estate",Antonio Vivaldi,0.341,Classical
"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",Antonio Vivaldi,0.258,Classical
"Vivaldi: Il Giustino, RV 717, Act 1: ""Vedrò con mio diletto"" (Anastasio)",Antonio Vivaldi,0.175,Classical
"Vivaldi: Magnificat in G Minor, RV 610b: III. Et misericordia ejus (Chorus). Andante molto",Antonio Vivaldi,0.106,Classical
"Vivaldi: Orlando furioso, RV 728: ""Ah fuggi rapido""",Antonio Vivaldi,0.477,Classical
"Vivaldi: Violin Concerto in E Major, RV 269 ""La primavera"" (No. 1 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): III. Allegro",Antonio Vivaldi,0.0968,Classical
"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",Antonio Vivaldi,0.174,Classical
"Vivaldi: Violin Concerto in F Major, RV 293 ""L'autunno"" (No. 3 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): II. Adagio molto",Antonio Vivaldi,0.0453,Classical
"Vivaldi: Violin Concerto in F Major, RV 293, ""L'autunno"" (from ""Il cimento dell'armonia e dell'inventione"", Op. 8, No. 3): I. Allegro",Antonio Vivaldi,0.141,Classical
"Vivaldi: Violin Concerto in F Minor, RV 297 ""L'inverno"" (No. 4 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): III. Allegro",Antonio Vivaldi,0.196,Classical
"Vivaldi: Violin Concerto in G Minor, RV 315 ""L'estate"" (No. 2 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): II. Adagio",Antonio Vivaldi,0.0255,Classical
"2 Pieces, Op. posth., B. 188: No. 1. Lullaby in G Major",Antonín Dvořák,0.0118,Classical
"8 Humoresques, Op. 101, B. 187: No. 7 in G-Flat Major. Poco lento e grazioso (Arr. A. Harris for Violin & Orchestra)",Antonín Dvořák,0.167,Classical
"8 Humoresques, Op. 101: No. 7, Poco lento e grazioso in G-Flat Major",Antonín Dvořák,0.0946,Classical
"Carnival Overture, Op. 92, B. 169 (Live)",Antonín Dvořák,0.213,Classical
"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",Antonín Dvořák,0.133,Classical
"Dvorak: 4 Romantic Pieces, Op. 75, B. 150: I. Allegro moderato",Antonín Dvořák,0.0508,Classical
"Dvorak: 8 Humoresques, Op. 101, B. 187: No. 7 in G-Flat Major (Poco lento e grazioso)",Antonín Dvořák,0.0318,Classical
"Dvorák : Symphony No.9 in E minor 'From the New World', Op.95 B178 : IV Allegro con fuoco",Antonín Dvořák,0.128,Classical
"Dvorák: Silent Woods, Op. 68 No. 5, B. 182",Antonín Dvořák,0.145,Classical
"From the Bohemian Forest, Op. 68, B. 182: No. 5, Silent Woods",Antonín Dvořák,0.0185,Classical
"From the Bohemian Forest, Op. 68: V. Silent Woods",Antonín Dvořák,0.233,Classical
Going Home,Antonín Dvořák,0.13,Classical
"Humoresque, Op. 101, No. 7",Antonín Dvořák,0.0941,Classical
"Largo aus der ""Neuen Welt"" / 9. Sinfonie (Largo from The New World)",Antonín Dvořák,0.0323,Classical
No.5 in B Flat Minor (Poco adagio),Antonín Dvořák,0.35,Classical
"Piano Concerto in G minor, Op.33: 2. Andante sostenuto",Antonín Dvořák,0.016,Classical
"Piano Quintet No. 2, Op. 81, B. 155: II. Dumka. Andante con moto",Antonín Dvořák,0.0442,Classical
"Romance for Violin and Orchestra in F Minor, Op. 11",Antonín Dvořák,0.0564,Classical
"Rusalka, Op. 114, B. 203, Act I: Allegro molto (Live)",Antonín Dvořák,0.115,Classical
"Rusalka, Op. 114, B. 203, Act I: Hou, hou, hou (Live)",Antonín Dvořák,0.158,Classical
"Rusalka, Op. 114, B. 203, Act I: I pěkně vítám (Live)",Antonín Dvořák,0.254,Classical
"Rusalka, Op. 114, B. 203, Act I: Jel mladý lovec, jel a jel (Live)",Antonín Dvořák,0.084,Classical
"Rusalka, Op. 114, B. 203, Act I: Lieblicher Mond (Song to the Moon)",Antonín Dvořák,0.0703,Classical
"Rusalka, Op. 114, B. 203, Act I: Mesícku na nebi hlubokém (Live)",Antonín Dvořák,0.0348,Classical
"Rusalka, Op. 114, B. 203, Act I: Prelude (Live)",Antonín Dvořák,0.0336,Classical
"Rusalka, Op. 114, B. 203, Act I: Staletá moudrost tvá všechno ví (Live)",Antonín Dvořák,0.119,Classical
"Rusalka, Op. 114, B. 203, Act I: Ta voda studi! (Live)",Antonín Dvořák,0.137,Classical
"Rusalka, Op. 114, B. 203, Act I: Ulicnická havet! (Live)",Antonín Dvořák,0.0317,Classical
"Rusalka, Op. 114, B. 203, Act I: Ustante v lovu, na hrad vrafte se (Live)",Antonín Dvořák,0.0187,Classical
"Rusalka, Op. 114, B. 203, Act I: Vidino divná, přesladká (Live)",Antonín Dvořák,0.228,Classical
"Rusalka, Op. 114, B. 203, Act I: Čury mury fuk (Live)",Antonín Dvořák,0.0637,Classical
"Rusalka, Op. 114, B. 203, Act II: Beda! Beda! (Live)",Antonín Dvořák,0.107,Classical
"Rusalka, Op. 114, B. 203, Act II: Kvetiny bílé po ceste (Live)",Antonín Dvořák,0.227,Classical
"Rusalka, Op. 114, B. 203, Act II: Moderato maestoso (Live)",Antonín Dvořák,0.224,Classical
"Rusalka, Op. 114, B. 203, Act II: Verwandlung. Allegro (Live)",Antonín Dvořák,0.0167,Classical
"Rusalka, Op. 114, B. 203, Act II: Vidíš je, vidíš? Jsou tu zas! (Live)",Antonín Dvořák,0.269,Classical
"Rusalka, Op. 114, B. 203, Act II: Zda na chvíli princ vzpomene si prec (Live)",Antonín Dvořák,0.226,Classical
"Rusalka, Op. 114, B. 203, Act III: Líbej mne, líbej, mír mi přej (Live)",Antonín Dvořák,0.211,Classical
"Rusalka, Op. 114, B. 203, Act III: Miláčku, znáš mne, znáš? (Live)",Antonín Dvořák,0.109,Classical
"Rusalka, Op. 114, B. 203, Act III: Mám, zlaté vlásky mám (Live)",Antonín Dvořák,0.193,Classical
"Rusalka, Op. 114, B. 203, Act III: Že se bojíš? Třesky, plesky (Live)",Antonín Dvořák,0.162,Classical
"Serenade for Strings in E Major, Op. 22, B. 52: I. Moderato",Antonín Dvořák,0.126,Classical
"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",Antonín Dvořák,0.0832,Classical
"Serenade für Streicher, Op. 22, B. 52: I. Moderato",Antonín Dvořák,0.0279,Classical
"Silent Woods, Op.68/5 - version for Cello and Piano: Silent Woods",Antonín Dvořák,0.0286,Classical
"Slavonic Dance No. 2, Op. 72",Antonín Dvořák,0.303,Classical
"Slavonic Dance for Four Hands in E Minor, Op. 72/2: Dumka (Allegretto grazioso)",Antonín Dvořák,0.0443,Classical
"Slavonic Dances, Op. 46 (Remastered): No. 1 in C Major. Presto",Antonín Dvořák,0.269,Classical
"Slavonic Dances, Op. 72: No. 2, Dumka (Allegretto grazioso)",Antonín Dvořák,0.303,Classical
"Songs My Mother Taught Me (from ""Gypsy Songs"", Op. 55, No. 4)",Antonín Dvořák,0.045,Classical
"Songs My Mother Taught Me, Op.55 No.4",Antonín Dvořák,0.0111,Classical
"String Quartet No. 12 in F Major, Op. 96 'The American': II. Lento",Antonín Dvořák,0.0406,Classical
"String Quartet No. 12 in F Major, Op. 96 'The American': IV. Vivace",Antonín Dvořák,0.0732,Classical
"String Quartet No. 12 in F Major, Op. 96, B. 179 ""American"": I. Allegro ma non troppo",Antonín Dvořák,0.0966,Classical
"Symphony No. 2 in B-Flat Major, Op. 4, B. 12: II. Poco adagio",Antonín Dvořák,0.0779,Classical
"Symphony No. 6 in D Major, Op. 60, B. 112: Symphony No. 6 in D Major, Op. 60, B. 112: III. Scherzo (Furiant). Presto",Antonín Dvořák,0.0751,Classical
"Symphony No. 8 in G Major, Op. 88, B. 163: III. Allegretto grazioso - Molto vivace",Antonín Dvořák,0.0788,Classical
"Symphony No. 8 in G Major, Op. 88, B. 163: IV. Allegro ma non troppo",Antonín Dvořák,0.0871,Classical
"Symphony No. 9 in E Minor, From The New World: Symphony No. 9 ""New World Symphony"": I. Adagio - Allegro molto",Antonín Dvořák,0.077,Classical
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": Adagio; Allegro molto",Antonín Dvořák,0.103,Classical
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo",Antonín Dvořák,0.0316,Classical
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": III. Scherzo. Molto vivace",Antonín Dvořák,0.0899,Classical
"Symphony No. 9 in E Minor, Op. 95, ""From the New World"": Largo",Antonín Dvořák,0.0316,Classical
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": II. Largo (Live)",Antonín Dvořák,0.00482,Classical
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": III. Molto vivace (Live)",Antonín Dvořák,0.07,Classical
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco",Antonín Dvořák,0.236,Classical
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco (Live)",Antonín Dvořák,0.123,Classical
"Symphony No. 9 in E Minor, Op. 95, B. 178, ""From the New World"": IV. Allegro con fuoco",Antonín Dvořák,0.135,Classical
"Symphony No.9 In E Minor, Op.95, B. 178 ""From The New World"": 2. Largo",Antonín Dvořák,0.00669,Classical
"Symphony No.9 In E Minor, Op.95, B.178 - ""From The New World"": 4. Allegro con fuoco",Antonín Dvořák,0.125,Classical
"Symphony No.9 in E minor, Op.95 ""From the New World"": 2.Largo",Antonín Dvořák,0.00728,Classical
"Violin Concerto in A Minor, Op. 53, B. 108: II. Adagio ma non troppo",Antonín Dvořák,0.0969,Classical
"Violin Concerto in A Minor, Op. 53, B. 108: III. Finale. Allegro giocoso, ma non troppo",Antonín Dvořák,0.161,Classical
"Violin Sonatina in G Major, Op. 100, B. 183: I. Allegro risoluto",Antonín Dvořák,0.0681,Classical
"Violin Sonatina in G Major, Op. 100, B. 183: II. Larghetto",Antonín Dvořák,0.0623,Classical
"Violin Sonatina in G Major, Op. 100, B. 183: III. Scherzo. Molto vivace",Antonín Dvořák,0.106,Classical
A Felicidade,Antônio Carlos Jobim,0.326,Classical
Agua de beber,Antônio Carlos Jobim,0.441,Classical
"Baubles, Bangles And Beads",Antônio Carlos Jobim,0.332,Classical
Brazil (Aka Aquarela do Brasil),Antônio Carlos Jobim,0.38,Classical
Brazil - Alternate Take,Antônio Carlos Jobim,0.41,Classical
Change Partners,Antônio Carlos Jobim,0.309,Classical
Chanson Pour Michelle - Instrumental,Antônio Carlos Jobim,0.0892,Classical
Corcovado,Antônio Carlos Jobim,0.554,Classical
I Concentrate On You,Antônio Carlos Jobim,0.339,Classical
If You Never Come To Me (Inútil Paisagen),Antônio Carlos Jobim,0.178,Classical
Jobim: Road to the Sun,Antônio Carlos Jobim,0.0145,Classical
Lamento,Antônio Carlos Jobim,0.435,Classical
Meditation (Meditação),Antônio Carlos Jobim,0.212,Classical
Off Key (Desafinado),Antônio Carlos Jobim,0.362,Classical
Once I Loved (O Amor en Paz),Antônio Carlos Jobim,0.158,Classical
